id,user_id,categories,tags,private,author,title,body,links
11,59,"[""music"",""programming""]","[""vinyl""]",false,Orelle Brideoke,Kiss the Girls,Penciled overrate awesome seem chemistry's ancientest northerly's pastorals elf descendent callouses lieutenant qua contraception's messy unsafer instructive infinity's inventor imperiling Stagnation unfortunate's guilt sour's lateralled coaster's Convulsions dumbbell headier credibility's blue soufflés,"[""http://""techcrunch.com""]"
12,232,"[""music""]","[""vinyl""]",true,Batholomew McCormick,"Iron Giant, The",Mongrel tragically rhubarb unreservedly radiates revolving stalwart hysterically attracting dollar's ton hierarchies confections southerly microwaved reorganize thud's whichever rhapsody's hiker Hawked frugality's discusses takers decimating refraining alighting underscored tribal degraded entertained extra oratory tapestry discloses objector's,
13,233,"[""music"",""programming""]","[""vinyl""]",true,Liza Cockshot,I Want Someone to Eat Cheese With,Slouching neighborly spaniel's plaza's polynomials contaminating sopranos sanatorium's Gawk skits downgrade's identifier nourish playing standbys sounder mutilates abstraction kerosene's intend insolvents stream vacua whiff's crony's magical,"[""http://""techcrunch.com""]"
14,6,"[""music"",""programming""]","[""vinyl""]",true,Jacqueline Huggin,The Fighting 69th,Mounts foundling knifes whiz omnipresent knifing subterranean anaemic endings embroiders misadventure's fallacy grounded heaviness rotor proletarians Toothpaste necessaries armchair indicative motto spars fixes mound's irritated dogs crusades wires Advance gangrened aptitude,"[""http://""techcrunch.com""]"
15,4,"[""music"",""programming""]","[""vinyl""]",true,Brady Meardon,Aimée & Jaguar,Serve limelight base's multinationals Gestured substandard nonsense's dammed ouster's embalming pop's rectums indignation's lubrication permission's shiver spicing vortices,"[""http://""techcrunch.com""]"
16,72,"[""music"",""programming""]","[""needles""]",true,Daveta Robilliard,Pipe Dream,Perusals ace tenser barely pumpernickel tiger's chummier renouncing populaces percolators slovenly esteem's studio's drizzle's shrinkage fastens Ache concentration's may's system's practically northeasterly timeliest chrome dialect dolling pease poet's disarmament cereal's,"[""http://bloomberg.com""]"
17,14,"[""computers""]","[""ugly""]",true,Shepperd Picopp,Blues in the Night,Graduate's inadequacy greedily backfire's slakes stamina's terrestrials hemoglobin's stimulates eleven's ballistics emphatic unscrewed quadrangles fireflies frigate Municipal bow's tagging clamoring fig's ancienter curved favorably waning pocket's commonplace's defer intimidates drawbridge's typical rubbished tankers Mews civilizing camel bandstand contraction evacuates rifting incoherently happily subjugated greats,
18,09,"[""fishing""]","[""ugly""]",true,Winston Olivi,"ABCs of Death, The",Earthworm's pro brooks wails hallelujah Lying rupturing mental disobeys cocoons bout's,"[""http://""techcrunch.com""]"
19,4,"[""computers""]","[""keyboard"",""music""]",false,Barbe Bilney,Flu Bird,Pan's sames mortuary's vortexes unsolicited caterpillar's aliases briefcase retches corsages bewared briefing hasty segregation's unacceptably deflation birthday's zeros receipt contemporary's Excellence's upstairs duties him chute's dazed bloodthirsty bundle's confidential tracts killings fitness's foretelling imitate booties whitewashes earning,
20,99,"[""music""]","[""ugly""]",true,Dredi Shimwall,Bilitis,Buttermilk's deception eyesore sauciest Avocado end natty mains flashier slimmest grouchier mascara stank topics admitting meow pulmonary shriller prevue Utter revellers caulk's studious rusty sterilizing,"[""http://""techcrunch.com""]"
21,167,"[""music""]",,true,Maynard Kleinplac,"Vitelloni, I (a.k.a. The Young and the Passionate)",Paraphrase eyeing blurt prolongs foul's pretzels denouncing bankruptcies interruption reproving midriff's Pirates usual borne ethically undercut congest indolence vest's woos plodded expects reflex's,
22,088,"[""music"",""programming""]","[""bags""]",true,Nichols Harefoot,Bikini Beach,Agreements dazzled restart tawnier passively vicinity's reviews capered hyphenating shopped coldness fonder juxtaposing coughing butte cocoon transferred entangle Hospitalization interjection's heaving reveries brag's lithium tacky lectern dependents reactors epithets,"[""http://""techcrunch.com""]"
23,7,"[""music"",""programming""]","[""ugly""]",false,Randal Seabright,Countess Dracula,Bout's seesaws concoction's hotbed's mamas overcast fascinated putter Grasp's spacecrafts nappies biographers crabbing humidity flashing discuss cartooning funerals pilfers,"[""http://google.com""]"
24,7,"[""music"",""programming""]","[""vinyl""]",true,Myrna Matthewman,Photos in the City of Sylvia (Unas fotos en la ciudad de Sylvia),Wad editions howling yap flurry's mossiest sharpened stateliest elongate plea's reconstructs fortnightly Handicapped bowlegged hazards racket camouflages stockings blister's cosmos incongruous penmanship's archaeological prohibited choir's allotment's weighting convoy,
25,447,,"[""ugly""]",true,Fiona Gethouse,Snakes and Earrings (Hebi ni piasu),Conjuring combed crashed canopy's profiles civilization's universally dins floodlighted agreed visitation terminals permanent sharpest transcript island's precautions edgeways ladylike Keynote ugly cardigan's flout complexioned pronounced Meditated electricians spend relied trialing doorways insisted uneasily volcanos neophytes,"[""http://bloomberg.com""]"
26,158,"[""music""]",,true,Tobin Radbond,Prom,Starfishes disparity's publications numbering steady bawl cleavage bonus duckling clauses federals outs cooking clears banished midwifes dupe's modelling reasonable predicated Remained chemical's detonates dexterity's caressing defective's neglig,
27,7,"[""music"",""programming""]","[""ugly""]",false,Olympe Ivanov,Russia's Toughest Prisons (National Geographic),Dialect's moat discrepancies labs tot smoothed tinder clumsier laming addiction's Vintage's malfunction colleagues motivated lime comedies brook's upbeat horses Endow vibrations port's charcoal's,
28,488,"[""programming""]","[""vinyl""]",true,Clari Brownhall,Arachnoquake,Consumption's permanent reporter deranging purchasing override's microsecond's catcall throwback spooked roman overload's gallon's negotiator vast's bushy drawled Torque gasped prong's Fun's happiest routines homey delinquencies waiters perturbs constriction's mesdames characteristically eminent chapping auspicious funnels elbow's milliner pigeonhole's heartaches intonations sliced,"[""http://yahoo.com""]"
29,54,"[""music"",""programming""]",,true,Martino Pirdy,Applause,Postmen implant's littered scapegoat stockbroker prefab extrapolated Nakedness neglect's amiably misdemeanors sofas notwithstanding throttle weekends madame excavated,"[""http://""techcrunch.com""]"
30,314,"[""programming""]","[""ugly""]",false,Marlena Samudio,Aakrosh,Impassioned transplants supposedly truncates shooing ambiance marcher relevance's finite Toiling entice steams whinny admits dilute rumpled manifesto acquired happening's fancying quantitative curb's cancelation Touted per relegating neighbors waterfalls incarcerated bonfires lighter's basting rattler scene rejuvenation,
31,52,"[""racing""]",,true,Modestia Donat,Shark Attack,Pediatrist notch insurer's lubricating shortening's Kidnapper's salter enumerating qualm's,
32,160,"[""music""]","[""ugly""]",false,Kipp Annies,Ingmar Bergman Makes a Movie (Ingmar Bergman gör en film),Assert hangar's speculation's reign stubbornest ornithologist abstain Marker crash inundation flaunts traumatic executive horrendously podiums drills fibbing precluding staring eaten crystalizes accidental's start's softest major metro's reposing,
33,950,"[""computers""]","[""ugly""]",true,Bertha Stote,Adam & Steve,Articulated persecutors puzzle prerogatives unionized basses pyres halo whacking drifted Leek lily's cob's switchboard's envisaging owning tentacles,"[""http://""techcrunch.com""]"
34,6,"[""programming""]","[""cables""]",true,Glen Mathieson,Club Fed,Gristle solidity coagulation's rephrase halving standings least semicircle's twin's jackass's moldy worth's mutilations envoys Fall's vacillate stringiest grills raster morsels ranged,"[""http://bloomberg.com""]"
35,693,"[""music"",""programming""]","[""ugly""]",true,Hoebart Hampe,Rich in Love,Menials assassinating precaution's raggedest toddling monstrosity's constrained style's sedan retrieve glorious snowstorm Parasol crumbles timescales honeysuckle's,"[""http://yahoo.com""]"
36,705,"[""music"",""programming""]","[""vinyl""]",false,Ronnie McKag,"Long Day Closes, The",Burst's sidling irrepressible jitters breaths Wart's supported crutches psychiatric fertility's befit whereas creatively democrats piled teethed blonds bobbin blowtorches seriousness antipathy crotches,"[""http://msn.com"",""http://yahoo.com""]"
37,2,"[""music"",""programming""]","[""vinyl""]",true,Timothea Newby,The Fourth War,Feathers lifelines vise insists muscled had statute's rot's scopes nozzles statute's refutes espionage trifle's buttocks fatherland's coked amperes Eat expressing frizzy formal's extend matriarchs buttery rostrum grottos stroller's onset's bob,"[""http://""techcrunch.com""]"
38,23,"[""music"",""programming""]","[""ugly""]",true,Alonzo Pirri,"Return of the Living Dead, The",Miring buttercup overload intersects fixable lymphatic's snarl ganging instill diagnostics retches Offshoot's beats diver's twister's calmer classes,"[""http://""techcrunch.com""]"
39,6,,"[""ugly""]",true,Rudolph Babst,"Cider House Rules, The",Aggressively incense's bifocals idiosyncratic affirmation tightrope's decorations cuffing sash repetitive Excavation's crawfish outrageously kindergarten's rebuffed campuses yell's eyelash imperiled fission's embezzling akin contradicts,"[""http://bloomberg.com""]"
40,312,,"[""needles""]",true,Neal Compton,Indian Summer (a.k.a. Alive & Kicking),Girth talisman's consignment disinfectant's Affluence hashes justifiably headfirst extricate grouchy source's neutering satin bloodied defeating trivial Policewoman magnetic tidbits,
41,7,"[""music"",""programming""]","[""ugly""]",true,Sabrina Smieton,Thelma & Louise,Essential bullet's recompensing patronized imaginable erection's aural carpentered linchpin din therapist's spoon Roster outward handfuls extincted rust nymph parameter's masterminded creaking Flip misappropriation's plane diploma decoding throbs bumming mink video paraphernalia's scallops schemers chides inviting speeds zoned livelihoods drink's volleyballs,
42,254,"[""music"",""programming""]","[""vinyl""]",true,Itch Spilsted,Timeline,Eave inclination receptionist goalie hustling consoled wises stag's buoy's underestimating misspelling Parallelled sparsest cages ranks adhered overrun's quality thriftiest sickens prisoner architects trashy nipple's weighing bookstore unset Veterinary's voids ruminated yards,"[""http://bloomberg.com""]"
43,72,"[""music"",""programming""]","[""vinyl""]",false,Genni Worsnop,Big Ass Spider!,Corruption's brine yawned Mooed undying tops indiscretion subsidiaries ghost ohm's dolling submerged again inefficiencies mortaring chiming tactless physicals detaches kilning Seasickness frowning compacter schemed potters rudder hobble detecting visitors grimed,
44,804,"[""music"",""programming""]","[""needles""]",true,Hakeem Dunrige,Ocean's Eleven (a.k.a. Ocean's 11),Hurrayed entering brightest headache's planar oust smoking Clerk seasonable mediate pantomiming fellest avenged delegations flinches eked towels guild minstrel sleekest sanity's siding Tarnishing verification accruing cisterns flat's vicars eulogize governing businessman's brunt cry mistletoe larceny redundant nestles,"[""http://bloomberg.com""]"
45,70,"[""music""]",,true,Karlyn Kelcey,Agent Cody Banks 2: Destination London,Toadstool's clumsiness's upsets succumbing nettled friendships purposes candy's ruckuses squadron Cathedral's defrosts corresponding interloper's overhauled adjustment sedater investor's product's antidote creation damped Republican readable conifers ingratiated bluffed regardless caved buzzard's rehash,"[""http://""techcrunch.com""]"
46,786,"[""music"",""programming""]","[""ugly""]",false,Derrick Silverlock,"Very Potter Musical, A",Wristwatches drinking analgesic rolling sort dance's gingham alibiing delight's provincial's existing rummy prefabbing dachshund blinkering thumbtack's Wire's fuzzier ma's rust allocate yuck's brawl sanitation provoking mustered milligram sacred ciphering foreswearing sabbath's praying Smattering's celery's tomorrow cook's,"[""http://bloomberg.com""]"
47,3,"[""programming""]",,false,Fionnula O' Brian,"Story of Vernon and Irene Castle, The",Alignments broader papacies viler nightly inundations Gallivants waistline detest longish glide hallelujah's city's sundown love worker binder shiftier ecosystem's coaled cartwheeled geese Precipice's roadblock inclusion,"[""http://""techcrunch.com""]"
48,05,"[""music"",""programming""]","[""ugly""]",false,Merlina Dornin,"Iceman Tapes: Conversations with a Killer, The",Chapter's darling hospitable battled unconvinced avenged wrinkle's livers referring moisten subscription's condition gangling setting's compact's neatly kidnapper Hideous seized yens vilest telegram's prosecutor's accumulate kickoff interactive transcend symmetrical remarks puddle's manuscripts invalidate,"[""http://""techcrunch.com""]"
49,460,"[""programming""]",,true,Rossie Terbrugge,"Swindle, The (Rien ne va plus)",Indulgence's dressed granddaughter sorts mutilated spore's professionals negotiators inquiry tawniest megalomaniac show's capital's Implores compensated raffle threshes menstruation toothpick drools enema's secretary's nicknaming gargle's laureates demon flanneling,"[""http://""techcrunch.com""]"
50,57,"[""computers""]","[""vinyl""]",true,Hermy Maven,Forces of Nature,Quip sag's congests joint overwhelms bologna's cigar watchword's stern's huffy teepee's significant moss Tamest dope's bough route's scooters milder ferreted abstraction bison's chalets safaried quotation sluts batted hostile unicorn woofed saki's indecisive,"[""http://yahoo.com""]"
51,1,"[""music""]","[""computer"",""keyboard""]",true,Monti Calvie,Hook,Whiffs struck naked Rile beguile posing,"[""http://yahoo.com""]"
52,866,"[""music""]",,false,Nixie Bathoe,Evidence of Blood,Sickly odes feminism transportation's latitudes bidden supportive segmented barring bleat's homeland attracting elevations Tire gawks specimen neuron tape's cloths typifying crest subside,"[""http://""techcrunch.com""]"
53,528,,"[""vinyl""]",true,Glenn Izhak,Poolboy: Drowning Out the Fury,Oscillating opossum attack's dentistry's sultan's crackpots interpreter's points spectacular's desperation's muddying Play's cog unsays blitzing cropping field disdaining syringe departmental yoghurts dispute's laudable blind's sops Plaids concerting pills powered torrent's sours closest plaything's gallivant deodorizing trustful optima unconscious wrench's,"[""http://""techcrunch.com""]"
54,3,"[""music"",""programming""]","[""vinyl""]",false,Grover Enright,Rest Stop,Resilient ducklings boxcar moors frond's Dreams cloudburst's weekly's exposition feelers rebut,"[""http://""techcrunch.com""]"
55,003,"[""computers""]",,true,Rozella Nicol,"Resurrection, A",Spores hisses bureaux averaging candid castle's indignities dilapidated boar's threat's strife's pinion's aliens sickle walnut symbolize Dinnered retards throb cobwebs quadruples admiral dissection's swoon callousing stratagem ankle's specter surprised nepotism dearth's sedate snooker poinsettias,"[""http://""techcrunch.com""]"
56,02,"[""music"",""programming""]","[""vinyl""]",false,Grace Huband,"Merry Gentleman, The",Sting relic's misplace protector's forgery vagrant's household's ordinance's clipt subsided whizz every Wot rune mugs unfinished premier findings blank's boastfully a properties mementoes disastrous gybes bedclothes lynchpins thirteenth's unsays powered selector Layered hull ciphered frailest girdling subsequently mob proven armory supplement interstate's strummed loins increments qualifying urine's antiseptic,
57,09,"[""music"",""programming""]","[""vinyl""]",true,Rea Suckling,The Expedition to the End of the World,Poster clairvoyants similarity's literates hooray Britches's invalidate broads weak clipping's scanties droller shipwreck dirge's Needlework's mannerism obscuring hindrances barbering glucose basting neuron sports granny habitat medicating,
58,019,"[""computers""]","[""vinyl""]",false,Idalia Klemps,"Shooter, The",Concreted tattled rights running anew attorney's usually cruiser forayed cod's heirloom's half's focusing voodoo raised related Stockiest evicted salted teepees undertakes Pleasantry's democrat primates voters fatalities thistles luggage's bedlams digitized,
59,90,"[""music"",""programming""]",,false,Gregg Loverock,Love Story,Promiscuous rang provisionally raping Tributes smuts revamps clitoris waltz wallet interrupts teetotaller's doze captain fitted thief's stills hesitate padlock's transit's barest Hooping valentines everything resubmitting prior,"[""http://bloomberg.com""]"
60,7,"[""music"",""programming""]","[""bags""]",false,Alta Standbridge,Grandmother,Hews endowment tabued excelling surveyor's pretext's cathedral cub represented dependant's thick culminating release's sensation's gliding censoring perennial tentacle Gushes spineless speedometer detaching slogging secreting quiet emulated cockier flamboyant boiling,"[""http://""techcrunch.com""]"
61,0,"[""programming""]",,false,Zelig Logsdale,"Better Tomorrow II, A (Ying hung boon sik II)",Pocket's facade viaduct's urns pleating marathon earthquake's august's leave articulate aphorism's freckled maltreat ganging stumbling superintendent's bottomless clockworks contraction Skeins gotten xmas's muslim,
62,2,"[""music"",""programming""]","[""needles""]",false,Sylas Bartolozzi,Androcles and the Lion,Wiliest grannie scalloping incorporation fertility's sneaking delegation's infatuation's protocol interminable grits sieved surcharge's class militancy's fondles commuters expulsion's Naked familiar oboes wane fronted podia fora read's raucously trifling,"[""http://bloomberg.com""]"
63,7,"[""music"",""programming""]","[""needles""]",false,Quintina Cansdall,Bachelor Party Vegas,Masonry's banked scheme's chance's holler wheelbarrows corpulent entered Hobbit distress cranky southern's biology's flutters sirup's miserably pundit's jawing rectal convection's appropriating,"[""http://google.com""]"
64,79,"[""programming""]","[""ugly""]",true,Ryun Snadden,"Tree of Life, The",Peninsula heavenliest motherhood consult metals supervision's adventure's creep's complications outpatient eskimos palled physician's Citrus's seller archipelagos cradle's turret's gauging kite's sedate unmistakably yield slumber's flatters instilled riot horseback bluntest,"[""http://""techcrunch.com""]"
65,028,"[""music""]","[""ugly""]",false,Arel Ralton,"Chance of a Lifetime, The",Witches zipped rebirths sways burned qualm abodes smells estimated trowelling stir abounds covenant's listened superior's blasphemous parable's commands Flounces preponderance textually instigation's pickier derailment filter's tapestry's suicide's solitary sluice cores subscriptions quitter outlay specialty mounts undying undergarments raving Waffling cellar triggering pupils prenatal economy gynecologists purging pleat forty capitals impervious culling aromatics,
66,40,"[""music"",""programming""]","[""needles""]",true,Blane Sigmund,Kids in the Hall: Brain Candy,Schoolteacher surround forces sublimest propensity specifically waving interruptions Harangued bald juggle's yelling faded breadwinners capitalizes infernos lumbering quailing linearly cradle's latex's conductor's microorganism abscond pounces swirled paving Ladies question pimple's toting cripple esteeming definition misinformation razor's,"[""http://""techcrunch.com""]"
67,71,"[""music"",""programming""]","[""ugly""]",false,Burlie Shane,"Hate (Haine, La)",Allocating whisky temperature narrative ridicule dads ring oar beckons contemplate furtive bartender scruff effeminate jacked owners riding exhilarating layered sugaring Clam horseradish's legibility proficiently acutes Burner's preys bigamy brunettes entertainment peeling ineligible's ewes urn countenance's splendidest tuberculosis's march's new's seeded demolishing,"[""http://bloomberg.com""]"
68,8,"[""music""]",,false,Salaidh Loxdale,Mondovino,Autonomy's collaborations neutered chalky befriending railroads stodgy toothpick's incredible y projection's Paperweight's macho veer's wallowing birthmarks manhandle,"[""http://""techcrunch.com""]"
69,15,"[""music""]","[""ugly""]",true,Issy Elkin,Countdown to Zero,Leopard moves miraculous snidest singed Lousy seasonable implores jail's smidgen united jotted coldly argument suspensions,"[""http://google.com""]"
70,2,"[""music"",""programming""]","[""ugly""]",true,Agace Ludl,Borgman,Clench's sinner reconciliation shakes wet bubble's wronging retainers Right unravel uselessness nullifying Freights intimidating punish broods purification's,
71,8,"[""music"",""programming""]","[""ugly""]",false,Marla Clavey,Wake Wood ,Yoghurt's back's discontenting impatiently childish preens nebulas triplet's wizened afloat agonized councillors disfavor's gawking falser tree recaptures Lettering forestall blowouts accedes tuxedoes apostrophe,
72,27,"[""music"",""programming""]","[""ugly""]",false,Athene McCobb,Nina Takes a Lover,Hover dryer zombi's arriving vacuuming types ambiguity's casino's regimen's deforming ascension's Lavender alteration's bristling combat's peony's invalidated,"[""http://yahoo.com""]"
73,0,"[""programming""]","[""ugly""]",false,Diena Tippell,"Caveman's Valentine, The",Developed blousing active's engulfs verge's tenting surf's elegy's merchandising overpasses hitchhiker celibacy's vastness's hurrahing turves humdrum Domiciles hit's cedars choosy honoring wrangle jigsaw's scan deposing dazzle's scourge's squeezed dullness's stick goodnight collides antiquities notion's alinements welding Armpit's red smirk scorch's seafood misadventure's,"[""http://""techcrunch.com""]"
74,3,"[""computers""]","[""ugly""]",false,Kris Denman,"Ball, The (Le bal)",Dilapidated castoff's remote Linguist brimming governments lectures tubed auras schooner ownership pirouette's Acrylic's carnivore's lobby's turtleneck's zenith concern caulks memorandums loony's jollying usher translator's punk's bystanders negligent,"[""http://google.com""]"
75,4,"[""music"",""programming""]","[""vinyl""]",true,Dotty Trymme,"Hundred and One Nights, A (Cent et une nuits de Simon Cinéma, Les)",Clutches pragmatic's rougher getting voices queues permutation literally decomposition determination ode's dike's putt accrued suburb's slits certified opaquest proclaims Embellishment's blasphemy's chipped accords springy teachers congratulated,
76,4,"[""music"",""programming""]",,true,Carrissa Lidbetter,Savage Grace,Billowed head evil's yodel gleaming capital's undid employee's pew's legible latches Worthier enrages maids polka fit's bowlder's counterfeit vies emanate stuffing's peck quandaries haddock videotape's photocopier anguishes doll's Interference's victimizes motif inhibited frequenting stopper cleanses graved rotate deterrent's nakedness carpet's reckons,"[""http://bloomberg.com""]"
77,6,"[""music""]","[""ugly""]",true,Vinnie Wemm,State of Siege (État de siège),Giddier s's then's dictatorial narrates meows tanned western Drunks macaroni decreases flick try's reckon nerve Strip's typifies impulse's regulating discs clapping cripple's choppiest bereavements wavelengths federal's dough dabbing,
78,2,"[""music"",""programming""]","[""computer"",""cables""]",true,Thorvald Frisch,"Thing About My Folks, The",Cork ripening conflicted turntables frisky cursory ligatures proprietor's pushed inheriting shoplifter subtracting scold's benevolent Mode ellipsis's choppiest undocumented compacter insist intermissions Yens reliefs misled,"[""http://bloomberg.com""]"
79,534,"[""music""]","[""ugly""]",true,Gaultiero Harwood,Les disparus de Saint-Agil,Ark rinks flake's ghostly plumpest rallies happiest graveled twelves Unstuck neutrons tyrannize burliest Peculiarity ecology's use clamber's,"[""http://bloomberg.com""]"
80,108,,"[""vinyl""]",true,Alwyn Tett,Breaking the Girls ,Photograph's previewers lodgings wadded increase clothe teaching unto pulsated overcharged cheer's rejoin deliberate nationalism vanes stenographer's fossil's Wields hags square's roared Totality redirect hurt's pace's owl fowling homy gate's remuneration's stumbling violates rote's tortilla eardrum scoped refineries,
81,499,"[""music""]",,false,Wilhelmine Ivashkov,Fall From Grace,Collecting dysentery instep substantial salients segregating retries marshmallows grape's watchman's vie mingled heterogeneous instrumental's Faceted fiddly sultan's pilfered fruition's priors mailed collated plains understudy vividly Noisily apiece disintegrates parliament's biggest western franchised hides blackmailed plagiarist,"[""http://""techcrunch.com""]"
82,440,"[""music"",""programming""]","[""vinyl""]",false,Kinna Graysmark,Trust the Man,Mangy affairs drop's refraction lumber's oldest Patriot's miller spool's admission crisp's photo's emir practice's roomed sorrows Senate's jettison's billow polygon pigtails inducing underlining anvils recipes sallow charts angry spats electives,"[""http://bloomberg.com""]"
83,513,"[""music"",""programming""]","[""vinyl""]",true,Ody Aveling,One Foot in Heaven,Pounding religion harangue prognosis bath's damn's roe carat's railroads jigsawed necrophilia carry's seduces Waterfall module scuttles unwary standardization's embossing floral,
84,903,"[""music"",""programming""]","[""computer"",""keyboard""]",true,Dar Bawcock,Sing Your Song,Mediaeval transcribed swilling provokes defrosted flapped smoulders settler gardenia's acquaint stealthier gardener's bereavement's crying Agreeing stabbing sequenced emit customize utmost incompetence likening greenbacks presumption blubbers verbiage Sees eliminations shipment's underworlds incapacitates demean environmentally overheat pretzel's waited roughly zigzagged wombat's fraction flunkie's molding's conforming courtyards fabric's decorators,"[""http://""techcrunch.com""]"
85,06,"[""music"",""programming""]","[""needles""]",true,Serge Dumbelton,Bruce Almighty,Meadows thunder's canoe's defenders technician cloaked Pore's striking liqueurs starter regardless lore pasties Empire bellow gallantry's loiterer scriptwriter's disrespect's elaborations unreasonably discordant obsession's bunks downtown,"[""http://bloomberg.com""]"
86,5,"[""computers""]","[""ugly""]",true,Velvet Osment,"Debut, The",Devolution quite greenest burial's void's removing handcuffing standbys Racetrack's deranged beauty feasible doctored appendicitis Investing propulsion's thud's punt interference conspicuous bodice irks incident interruption installations earthworms harlots has,"[""http://""techcrunch.com""]"
87,49,"[""music""]","[""ugly""]",false,Robbi Alwell,"Don't Worry, I'm Fine (Je vais bien, ne t'en fais pas)",Concatenating similarity's burials dropout rear's larva pounces treaty undermine allegation's detriment stubborn condemns digits incite Businesswoman cloudbursts bushing reconsiders censored season pretzels leaving exploited,"[""http://bloomberg.com""]"
88,8,"[""fishing"",""animals""]","[""ugly""]",true,Jasmina Dreng,Free Birds,Steamrollered tardiness's vaccine's annotates generation educating overlapping surge artifices hearties assembler reprieving drink jetty's Doing plug's internationals furloughed concise headrest's,
89,1,"[""music"",""programming""]","[""ugly""]",false,Kim Levet,Rusalochka (The Little Mermaid),Announces upload fats materialism splendid rub herb twitches anyone's wake's fugitive headstone's videotaping link's clerking imparts jigsaw's rearrangement's barnacle creepy Liaison's something's degenerate's mouths terminology wrong waiter's burns pliant coherently gosh lifeline informant tyrannical shortenings auditory tingling Botanist operative shutter's hisses segments races disfavor's,
90,0,"[""music"",""programming""]","[""ugly""]",false,Danice Gurnee,Horror of Dracula (Dracula),Nozzle's pup's imprisoned abbreviates puke's factor's accord cylindrical live shadiest concoction's totalitarianism dead's main's baseballs wheedle Bomb terrestrial's touches healthful sweepstake cactus's safeguarding curriculums externally,"[""http://""techcrunch.com""]"
91,2,"[""music"",""programming""]","[""vinyl""]",true,Sheffie Tordiffe,Days of Thunder,Perjure seafood's converging rotten Wrinkling disfavored inconsiderate duded domination coarseness's punching dearth endives Subways quarterly's biennials wheat castaway dislike's haloing riddled advantages partiality's,"[""http://""techcrunch.com""]"
92,0,"[""programming""]",,false,Julia Stirgess,Hellhounds on My Trail,Griddle's counteract provision's oscillations acoustics licence's significantly helmet's ewe nationalism's brains wash's thirties silhouetted jading Spangled ripening gesture sons costumed indorsed portion sustenance's due optimums embrace horseshoed bombardment's orange's,"[""http://""techcrunch.com""]"
